x,xerr,y,yerr,
0.33276251,0.018342495,0.0152341882,6.10925854E-05,0.0152896112
0.369357497,0.018252492,0.0155677935,6.16038742E-05,0.0149263125
0.405769467,0.0181594938,0.0159127358,6.26545807E-05,0.0146103911
0.441993475,0.0180645138,0.0161573477,6.38193669E-05,0.0143284742
0.478026509,0.0179684907,0.0162677653,6.52899544E-05,0.0140747866
0.513868988,0.0178740025,0.0156742614,6.62688471E-05,0.0138459476
0.549523473,0.0177805126,0.0149580874,6.71357921E-05,0.0136332382
0.584993482,0.0176894963,0.0147146564,6.81806559E-05,0.0134411231
0.620285988,0.0176029801,0.0148224933,6.94604823E-05,0.0132636372
0.655408978,0.0175200105,0.0141435014,6.90201487E-05,0.0130990092
0.690370977,0.017441988,0.0128663862,6.71937669E-05,0.0129427109
0.725182474,0.0173695087,0.0112868221,6.44391548E-05,0.0128002232
0.759854496,0.0173025131,0.0105760293,6.39945865E-05,0.01266413
0.794398546,0.0172415078,0.0103605306,6.50093061E-05,0.012537037
0.828826547,0.0171864927,0.0103812125,6.69277506E-05,0.01241617
0.863151014,0.0171380043,0.0102530243,6.83783655E-05,0.0123028047
0.897384524,0.0170954764,0.0105009647,7.10762179E-05,0.0121931918
0.931539476,0.017059505,0.0106953662,7.3709205E-05,0.0120911514
0.968058944,0.0194599926,0.010755592,7.11221219E-05,0.0119854501
1.00694954,0.019430548,0.0107918391,7.33817433E-05,0.011878483
1.04578495,0.0194049478,0.0104926471,7.44958743E-05,0.0117766391
1.08458495,0.0193949938,0.0104875593,7.65635923E-05,0.0116794547
1.12336493,0.0193850398,0.0106197773,7.92260544E-05,0.0115865003
1.162135,0.0193849802,0.0105111254,8.09347039E-05,0.0114974352
1.2009151,0.0193950534,0.0105147278,8.30600184E-05,0.0114119193
1.23971009,0.019399941,0.0106086154,8.55984472E-05,0.0113296919
1.27852988,0.0194199681,0.0101844827,8.59927241E-05,0.0112505024
1.31738997,0.0194399953,0.0102446275,8.84102628E-05,0.0111741265
1.35628986,0.0194600224,0.010403147,9.1365866E-05,0.0111003881
1.39523995,0.0194900036,0.0105469003,9.41715989E-05,0.0110291038
1.43425,0.0195200443,0.0107092969,9.70793044E-05,0.0109601188
1.473315,0.0195449591,0.0105961999,9.89664695E-05,0.010893316
1.51243997,0.0195800066,0.0107061667,0.000102219485,0.0108285584
1.55163002,0.0196099877,0.0106846588,0.000105412328,0.0107661169
1.59087992,0.0196400285,0.0107202884,0.000108923625,0.0106990002
1.63019001,0.0196700096,0.0107597215,0.000111937545,0.0106427958
1.66955996,0.0196999907,0.0105443383,0.000113099384,0.0105951587
1.70898998,0.0197299719,0.0108984699,0.000117071126,0.0105336746
1.74847496,0.0197550058,0.0105345724,0.000117229989,0.0104772206
1.78801,0.0197800398,0.0107521759,0.000121275749,0.0104240729
1.8276,0.0198100209,0.0104838833,0.000124409766,0.0103722662
1.86971498,0.0223049521,0.0104384851,0.000123245336,0.0103187636
1.91435504,0.0223349929,0.0105748652,0.000129321023,0.0102606295
1.95904994,0.0223600268,0.0106652621,0.000133173366,0.0102103986
2.00378513,0.0223749876,0.0108896261,0.000137560462,0.0101580238
2.04856014,0.0224000216,0.0105796931,0.000138569027,0.0101069901
2.09336996,0.0224100351,0.010731305,0.000143049707,0.0100573171
2.13821006,0.0224299431,0.0106237959,0.000146640392,0.0100088725
2.18307996,0.0224399567,0.0103847012,0.000151444343,0.00996245258
2.22796988,0.0224499702,0.0104388241,0.000162464377,0.00991540682
2.27287483,0.0224550962,0.0100340722,0.000172373024,0.00987051055
2.31780005,0.0224699974,0.0102266362,0.000185851342,0.00982666947
2.36274004,0.0224699974,0.0101103419,0.000192611187,0.00978384633
2.40769005,0.0224798918,0.0106328428,0.000201307004,0.00974177103
2.45264983,0.022480011,0.0108514931,0.000205069067,0.00970116258
2.49761486,0.022485137,0.0106521426,0.000205380144,0.00966114458
2.54259014,0.0224900246,0.0105047533,0.000206060591,0.00962199457
2.58757019,0.0224899054,0.0106941136,0.000210330967,0.00958369486
2.65505004,0.0449900627,0.0104172863,0.000149968051,0.00952813961
2.74502993,0.0449899435,0.010230219,0.000154349269,0.00945616513
2.83751488,0.0474950075,0.0102716535,0.000155991424,0.00938336365
2.93500996,0.0499999523,0.00980370305,0.000151835848,0.00931524578
3.03500509,0.0499950647,0.0102665182,0.000159163392,0.00924106408
3.13499999,0.0499999523,0.0101051051,0.000162992947,0.00917493273
3.23500013,0.0500000715,0.0102331024,0.000169567167,0.00911110174
3.33500004,0.0499999523,0.01027642,0.000174463406,0.00904514454
3.43499994,0.0499999523,0.0100300433,0.000177236696,0.00898613222
3.53499985,0.0500000715,0.00970900804,0.000179298353,0.00892899372
3.63499999,0.0499999523,0.00980592892,0.000184257209,0.00886975136
3.73500013,0.0500000715,0.0100047002,0.00019048815,0.00881657749
3.83500004,0.0499999523,0.0101823695,0.000196825524,0.00876495801
3.94000006,0.0549999475,0.010359263,0.000194061344,0.00870894361
4.05000019,0.0550000668,0.0100138932,0.000196153196,0.00865571853
4.15999985,0.0550000668,0.0100973723,0.000201642077,0.00860411953
4.29750013,0.0824999809,0.0100403912,0.000169199891,0.00853997283
4.4625001,0.0824999809,0.00972639583,0.00017333524,0.00846707728
4.62750006,0.0824999809,0.00976010226,0.000180196337,0.00839741994
4.79250002,0.0824999809,0.0101967659,0.000190887018,0.00833074935
4.96000004,0.0850000381,0.00978346262,0.000190618361,0.00826540496
5.13500023,0.0899999142,0.0100277225,0.000194497421,0.00820108037
5.34500027,0.120000124,0.00988158491,0.000175842273,0.00812698621
5.58500004,0.119999886,0.0103426203,0.000188383623,0.00804614741
5.82499981,0.120000124,0.0103878463,0.000199187896,0.00796947069
6.09500027,0.149999857,0.0103775924,0.000188927384,0.00788806099
6.375,0.130000114,0.0117557812,0.000229447964,0.00780760916
6.66750002,0.162499905,0.0115870889,0.000219584123,0.00772863906
7.05999994,0.230000019,0.0102197416,0.00019213518,0.00762958499
7.57250023,0.282500029,0.00986901205,0.000197309855,0.0075092311
8.32499981,0.470000029,0.00963434856,0.000188889055,0.00735191349
9.38000011,0.585000038,0.00840505958,0.000213128398,0.00715611968
