x,xerr,y,yerr,
0.343236506,0.0183174908,0.0189203862,6.05638779E-05,0.0190810598
0.379779994,0.0182260126,0.0187050644,5.99642408E-05,0.0182673428
0.41613853,0.0181324929,0.0185817014,6.00189087E-05,0.0175616052
0.452307999,0.0180369914,0.0184805784,6.04467787E-05,0.0169421062
0.488286495,0.0179414898,0.0181338489,6.11565265E-05,0.0163927656
0.524074972,0.0178470016,0.0174022298,6.20354476E-05,0.0159032103
0.559675992,0.0177540183,0.0170156658,6.34457319E-05,0.0154573182
0.595094502,0.0176644921,0.0166626927,6.39951468E-05,0.0150562711
0.630337954,0.0175789893,0.0160890426,6.37474295E-05,0.014687065
0.665413976,0.0174970329,0.0154494997,6.35981778E-05,0.0143505484
0.700332046,0.0174209774,0.0146848001,6.33071468E-05,0.0140392557
0.735102534,0.0173495114,0.0137171298,6.26903566E-05,0.0137481755
0.769736528,0.0172844827,0.0127880573,6.21343497E-05,0.0134812845
0.804246008,0.0172250271,0.0123598501,6.27344416E-05,0.0132271163
0.838643014,0.017171979,0.0118599087,6.31494404E-05,0.0129935499
0.872940481,0.0171254873,0.0113831032,6.35887336E-05,0.012770066
0.907150507,0.0170845091,0.0111159226,6.46007538E-05,0.0125619946
0.941285491,0.0170505047,0.0106627708,6.49891881E-05,0.012364503
0.977787495,0.019451499,0.0103384694,6.15802273E-05,0.0121642854
1.01666451,0.0194255114,0.0100567434,6.25276662E-05,0.0119623598
1.05549002,0.0194000006,0.00992802344,6.39936334E-05,0.0117712263
1.09428,0.019389987,0.00987784751,6.56816628E-05,0.0115900701
1.13305497,0.0193849802,0.00981076155,6.72195238E-05,0.0114181386
1.17182994,0.019389987,0.00986247417,6.91998794E-05,0.0112544307
1.21060991,0.0193900466,0.00967084058,7.03095429E-05,0.0110982591
1.24940991,0.0194099545,0.00975113641,7.24272177E-05,0.010949011
1.28824496,0.0194250345,0.00958871469,7.37195951E-05,0.0108061042
1.32711506,0.0194450021,0.00954115298,7.5416232E-05,0.0106690992
1.36602497,0.0194649696,0.0094624171,7.69668914E-05,0.0105375759
1.40498996,0.0195000172,0.00933819916,7.82590723E-05,0.0104111247
1.44401503,0.0195250511,0.00924648158,7.96293753E-05,0.0102894055
1.48309004,0.0195499659,0.00905940495,8.08742552E-05,0.0101721575
1.52222991,0.0195899606,0.00895397086,8.2715087E-05,0.0100590717
1.56143498,0.0196150541,0.00914756674,8.64497924E-05,0.00995025691
1.60070002,0.0196499825,0.00913915876,8.91306991E-05,0.00983495358
1.6400249,0.0196749568,0.00936391391,9.23655025E-05,0.009751359
1.67940998,0.0197100639,0.00917314645,9.33473639E-05,0.00963527057
1.71885502,0.0197349787,0.0093111787,9.57047232E-05,0.00955748744
1.75835001,0.0197600126,0.009027889,9.58213132E-05,0.00945535582
1.79789996,0.0197899342,0.00916593801,9.92620262E-05,0.00936547667
1.83997989,0.022290051,0.00898722,9.70312467E-05,0.0092730755
1.88459003,0.0223200321,0.0089790849,0.000102507038,0.00917765405
1.92925,0.0223399401,0.00902048126,0.000106290674,0.00908442773
1.97395492,0.022364974,0.00861472357,0.000106377694,0.0089981081
2.01870489,0.0223850608,0.0090623349,0.000111294416,0.00891186111
2.06349492,0.0224049091,0.00872972514,0.000111823196,0.00882823393
2.10831499,0.0224150419,0.00884684641,0.000115795294,0.00874713808
2.1531601,0.0224300623,0.00900515355,0.000120613826,0.00866862945
2.198035,0.0224449635,0.00879511051,0.000125819846,0.00859241281
2.24293494,0.022454977,0.00906232744,0.000137688214,0.00851749908
2.2878499,0.022460103,0.00893647969,0.000147787403,0.00844532996
2.33277988,0.0224698782,0.00905564334,0.000157539413,0.00837513432
2.37771988,0.0224699974,0.0089773247,0.000163010598,0.00830648467
2.42266989,0.022480011,0.00897352491,0.000165142788,0.00824050419
2.46763515,0.022485137,0.00910152122,0.000167084188,0.00817559846
2.51260519,0.0224848986,0.00877349731,0.000166129161,0.00811247528
2.55757999,0.0224900246,0.00920079928,0.000171043226,0.00805092696
2.60256505,0.0224950314,0.00904471334,0.000173438035,0.00799089577
2.64755011,0.0224900246,0.00874043815,0.00017285037,0.00793235283
2.71503019,0.0449899435,0.00875205733,0.000125415492,0.00784775056
2.80501509,0.0449949503,0.00895306934,0.000131704321,0.00773865776
2.90001011,0.0500000715,0.00889214315,0.00012841227,0.00762745971
3.00000501,0.0499949455,0.00895934273,0.00013125586,0.0075189136
3.0999999,0.0500000715,0.00898535922,0.000135583949,0.00741517404
3.20000005,0.0499999523,0.00881556422,0.000138822608,0.0073119658
3.29999995,0.0499999523,0.00900621247,0.000144806982,0.00721745566
3.4000001,0.0500000715,0.0092560621,0.000150785854,0.00712674996
3.5,0.0499999523,0.00911709387,0.000153847912,0.00703613553
