x,xerr,y,yerr,,,
0.322273999,0.0183680058,0.00103186001,1.15212288E-05,0.00107294577,0.00107157172,1.37402526E-06
0.358920515,0.0182784945,0.00139898225,1.52225693E-05,0.00146160705,0.00145862869,2.97841575E-06
0.395385504,0.0181864947,0.00163667405,1.76212179E-05,0.00170851545,0.00170323288,5.28260853E-06
0.431663513,0.0180915147,0.00175300206,1.88257563E-05,0.00180205132,0.00179388432,8.16697229E-06
0.467751026,0.0179959983,0.00187992398,2.04647658E-05,0.00188389292,0.00187182019,1.20728046E-05
0.503647506,0.0179004818,0.00201473525,2.25244912E-05,0.00190522941,0.00188845687,1.67725539E-05
0.53935498,0.0178070068,0.00185789971,2.17371125E-05,0.00161759206,0.00159871089,1.88812719E-05
0.574877501,0.0177155137,0.00169384351,2.07303783E-05,0.00139213249,0.00137059204,2.15404252E-05
0.610219955,0.017626971,0.00172749697,2.18417736E-05,0.00139373599,0.00136601564,2.77203308E-05
0.645390511,0.0175435245,0.00166631129,2.20281017E-05,0.00138198282,0.00134724646,3.47363602E-05
0.680397511,0.0174635053,0.00156183983,2.18540463E-05,0.00136122259,0.00131866604,4.25565377E-05
0.715250969,0.0173899829,0.00130595628,2.05166252E-05,0.00131841341,0.00126789697,5.05164426E-05
0.749961972,0.0173210204,0.00107352657,1.90050432E-05,0.00125123572,0.00119310513,5.81305248E-05
0.784541011,0.0172579885,0.000985979452,1.89036255E-05,0.00122532248,0.001157191,6.81315287E-05
0.836151958,0.034352988,0.000987184118,1.39978283E-05,0.00118396629,0.00109964272,8.43236121E-05
0.904680967,0.0341760218,0.000958230463,1.44821388E-05,0.00109908567,0.000993366004,0.00010571965
0.975333452,0.0364764631,0.000905240653,1.45538497E-05,0.00105794938,0.000923935906,0.000134013433
1.05062497,0.0388150215,0.000923978048,1.5043639E-05,0.00102156214,0.000853795267,0.000167766877
1.12821007,0.03877002,0.000980083016,1.63805271E-05,0.000993181719,0.000786873512,0.000206308163
1.20577002,0.0387899876,0.000984390615,1.73008921E-05,0.000974821509,0.000726265775,0.000248555705
1.28340006,0.0388399959,0.0010403106,1.88089307E-05,0.000964990642,0.000670921756,0.000294068886
1.36117506,0.0389350057,0.00106650079,2.00608429E-05,0.000960377336,0.000618712278,0.000341665058
1.43914998,0.0390399694,0.00110046193,2.14596275E-05,0.000968815817,0.000574775913,0.000394039904
1.53698492,0.0587950349,0.00116624369,1.92884672E-05,0.00098962686,0.000526321412,0.00046330539
1.654845,0.0590649843,0.00117948349,2.06894147E-05,0.00102739711,0.000474792934,0.00055260415
1.77323008,0.0593200326,0.00125721109,2.27189812E-05,0.00107823627,0.000430726504,0.00064750982
1.89952505,0.0669749975,0.0013128994,2.50197591E-05,0.00113983999,0.000389010558,0.000750829407
2.05608988,0.0895899534,0.00135743304,2.43860613E-05,0.00123295723,0.000347158057,0.000885799236
2.25795507,0.112275004,0.001467961,2.83929148E-05,0.00136782846,0.000302856759,0.00106497167
2.5276351,0.157405019,0.00153049477,3.0407793E-05,0.00155967928,0.000256527012,0.0013031523
2.85251999,0.167479992,0.00176323578,3.46829802E-05,0.0017965649,0.000213729043,0.0015828358
3.24499989,0.225000024,0.00183474738,3.47041532E-05,0.00205887691,0.000176275469,0.0018826013
3.7249999,0.254999995,0.00200799457,3.90761415E-05,0.00231973547,0.00014286497,0.00217687036
4.28499985,0.305000067,0.00212172884,4.24048922E-05,0.00250838022,0.000115402232,0.00239297817
5.00250006,0.412499905,0.00225486024,4.4504719E-05,0.0025611131,9.12762844E-05,0.00246983697
5.88999987,0.474999905,0.00287454436,5.61319794E-05,0.00238999911,7.09775122E-05,0.00231902162
7.06750011,0.702500105,0.00252121105,6.24120075E-05,0.00193198514,5.38984168E-05,0.00187808671
8.57999992,0.810000181,0.00217842939,0.000110718203,0.00126737135,3.98925331E-05,0.00122747885
9.67250061,0.28249979,0.0032364754,0.000291719422,0.00084212987,3.27192174E-05,0.000809410645
