x,xerr,y,yerr,,,
0.327520013,0.018354997,0.0100944769,0.000114295421,0.0101250457,0.0101228021,2.24417886E-06
0.364140987,0.0182660073,0.0122569771,0.000137275245,0.0126927886,0.0126885567,4.23204756E-06
0.400579512,0.0181725025,0.0142755704,0.000154874826,0.0142081296,0.0142012956,6.83481494E-06
0.436829984,0.0180779845,0.0150646828,0.000163330158,0.0149421189,0.0149320588,1.00605384E-05
0.472890496,0.0179824978,0.015451083,0.000171729465,0.0155274188,0.0155132283,1.41907303E-05
0.508759975,0.0178869963,0.0158991367,0.000183769065,0.0157478545,0.0157287978,1.90561059E-05
0.544440985,0.017794013,0.0138214212,0.000169689854,0.0135261361,0.0135050407,2.10952348E-05
0.579937518,0.0177025199,0.0133444415,0.00016997708,0.0126404352,0.0126151787,2.52562077E-05
0.615254998,0.0176149905,0.0128831118,0.000172155254,0.0127003025,0.0126685286,3.17742088E-05
0.650401473,0.0175314844,0.0127970176,0.000175216686,0.0126623577,0.0126232626,3.90949717E-05
0.685386002,0.0174530149,0.0126854824,0.000178542439,0.0125498474,0.012502634,4.72140055E-05
0.720218539,0.0173794925,0.0121259838,0.000178166913,0.012215212,0.01215987,5.53417231E-05
0.754909515,0.0173115134,0.011613979,0.000177980663,0.0118157407,0.0117518697,6.38710626E-05
0.789470494,0.017249465,0.0115323029,0.000182749471,0.011624923,0.0115506584,7.42652846E-05
0.823914528,0.0171945393,0.0110430242,0.000184100034,0.011419287,0.0113338297,8.54570462E-05
0.858253539,0.0171445012,0.0110941464,0.00018970338,0.0111403121,0.0110433763,9.69361281E-05
0.89249897,0.01710096,0.0105661135,0.000189129743,0.0107155163,0.0106078442,0.000107672786
0.926664472,0.0170645118,0.0106801959,0.000195905668,0.010511674,0.0103904782,0.000121195357
0.960762024,0.0170330107,0.0102453241,0.00019734964,0.0103075244,0.0101719825,0.000135541603
0.997232497,0.0194374919,0.0101256706,0.000188744307,0.0100903371,0.00993852317,0.00015181319
1.03608,0.0194100142,0.00977265369,0.000190995313,0.00986036938,0.00969015155,0.000170217274
1.07488501,0.0193949938,0.00940374099,0.000192794658,0.00963561703,0.00944591872,0.000189697908
1.11367011,0.0193900466,0.00935968012,0.000197711124,0.00941697136,0.0092067169,0.000210254919
1.15244508,0.0193849206,0.00902964454,0.000199525879,0.00920723006,0.00897529908,0.000231931146
1.19122005,0.0193900466,0.00843158644,0.000198017267,0.00900527462,0.00875058025,0.000254693936
1.23001003,0.0194000006,0.00880736951,0.000207761375,0.00881139562,0.00853285007,0.000278545398
1.28825998,0.0388499498,0.00811970606,0.000146612962,0.00853236765,0.00821654871,0.000315818761
1.366045,0.0389350057,0.00816962123,0.00015433412,0.00816848781,0.00779962726,0.000368861103
1.44402993,0.039049983,0.00782790873,0.000158689843,0.00786662474,0.00743928505,0.000427339663
1.52225494,0.0391750932,0.00739711616,0.00016269325,0.00759424083,0.00710417517,0.000490065548
1.60072505,0.0392949581,0.00769267092,0.000176335278,0.00734435068,0.00678749708,0.000556853658
1.67943501,0.0394150019,0.00723391538,0.000178676259,0.00713290647,0.00650528632,0.000627619855
1.778175,0.0593249798,0.00722647971,0.000153679139,0.00689317379,0.00617198786,0.000721185585
1.90448499,0.0669850111,0.00662589911,0.000155783011,0.00662058918,0.00577362627,0.000846963201
2.06106997,0.0895999074,0.00664078118,0.000148149993,0.00637794007,0.00536265783,0.00101528235
2.26294494,0.112275124,0.00650733523,0.000160433832,0.006153611,0.00490618916,0.00124742184
2.555125,0.179904938,0.00641733268,0.000152767563,0.00596712157,0.00436653011,0.00160059135
2.99001503,0.254984975,0.00582716567,0.000139917669,0.00589796342,0.00374804414,0.00214991905
3.56750011,0.32250011,0.00593039161,0.000147038154,0.00601159548,0.00314609846,0.00286549726
4.35750008,0.467499852,0.00588387018,0.000146224076,0.00626221905,0.0025824192,0.00367979985
5.50249958,0.67750001,0.00656347536,0.000164093348,0.00640493724,0.00204842351,0.00435651373
7.04250002,0.862500191,0.00649127597,0.000212898085,0.0059214686,0.00159492658,0.00432654191
8.90499973,0.999999762,0.00448752334,0.000315337325,0.00464125164,0.00125381444,0.00338743743
