,f,per,std
0,1.6459425659711423e-05,193.1901378362274,1.6309013888856136
1,4.467775496975493e-05,68.51454204810396,3.783258911132638
2,7.208436970826815e-05,22.207343268386065,2.9970027421442653
3,0.00010367170653261374,20.548117302607437,4.848670237070917
4,0.00014435873488452173,18.24465471219522,2.6100000526155847
5,0.00019412957403040478,8.746317709212555,1.805853608759436
6,0.00025731445631818574,2.5561170499845542,2.300146604801933
7,0.00033867377875212274,1.516674810672451,1.9028424601518599
8,0.0004425416955964581,0.5831234128982887,3.405438168664176
9,0.0005780052976778955,0.2734579290848976,2.9269618585915
10,0.0007541492215705965,0.17079194609291545,3.228566550216967
11,0.0009843991147134277,0.07850963358793522,3.701036141136441
12,0.0012869242309700253,0.08537294900024019,3.367819815231427
13,0.0016798943026212986,0.04767208683367052,4.614373601402421
14,0.002190160489338599,0.0660117286791508,4.124151421690104
15,0.0028540611685021543,0.07532095035796776,4.0325180212016525
16,0.0037166179045519257,0.07650145246918615,3.9865549115508396
17,0.004836678754078873,0.06406698152351722,3.750974250369792
18,0.006290861416012627,0.059360431586253315,4.153486562083336
19,0.008183036250556138,0.07738084180964173,3.5805920627055325
