,f,per,std
0,1.8171205928321398e-05,2215.1274717245674,1.070859148062384
1,4.932424148660941e-05,277.94198730155983,3.92431726562885
2,7.958114415792782e-05,19.785875832922898,2.103839535985567
3,0.00011445356401200561,14.007423738973607,5.297742873720755
4,0.00015937204331251188,17.82631422573458,1.97326562504355
5,0.00021431904972956672,8.146831235971677,1.8952523049203696
6,0.00028407515977527684,10.194197508414335,2.027197585405671
7,0.0003738958517423433,3.34181064697101,2.923844718527632
8,0.0004885660319384899,1.357316231993188,2.5883475851998687
9,0.0006381178486363962,0.9621665280638397,3.7181503737854684
10,0.0008325807406139371,0.9332966384603176,5.599628643323708
11,0.0010867766226436224,0.8992172926332656,2.8987618662134085
12,0.0014207643509909086,1.6567421876014166,3.0100933118763864
13,0.001854603310093916,0.8050078192542925,4.324182247315541
14,0.002417937180229812,0.8884295473190966,4.104509836650987
15,0.0031508835300263793,0.9807484368281154,3.0917627810599964
16,0.004103146166625332,0.9505295082995084,3.9265959399696984
17,0.005339693344503077,0.8743593215522365,4.196627639094434
18,0.0069451110032779356,0.828419459025533,4.285098437046374
