,f,per,std
0,2.250304139730209e-05,539.9563056596448,6.836396841288429
1,6.108265199580113e-05,63.1208558480226,6.161573643350873
2,9.855250050517378e-05,49.700846780101365,1.803419243255965
3,0.0001417381597671896,7.005184615853777,2.1914454366775877
4,0.00019736475952013835,12.063573867042436,2.982039208704786
5,0.00026541058790039226,2.862519650701266,7.662798166413122
6,0.0003517958634987949,1.6664448011955675,4.841484615470138
7,0.0004630289185663694,1.8250641452858447,2.1676776218670257
8,0.000605035333669956,0.9221323820317849,4.166895656546342
9,0.0007902388218407384,0.4065306052300154,5.648468448830762
10,0.0010310597406983752,1.0452250115733412,2.830321268293468
11,0.001345853402654641,0.6379002480697736,4.316768757680114
12,0.0017594604965831667,0.7743977532376919,4.922767313994024
13,0.00229672236544138,0.8997618324610568,2.9510230725785465
14,0.0029943494492010057,0.7068027583061129,4.768102946740709
15,0.0039020229474010853,0.48666577079574525,3.394562224697059
16,0.005081295562384311,0.8962602827351713,3.4740974274545544
17,0.006612623336845916,0.7585236932788558,2.9875947682316113
18,0.008600756660406121,0.7103718651905274,3.315512459099547
