f,per
0.00676161,0.933191314
0.00677,0.277434793
0.006773994,0.495449551
0.00678,0.900079407
0.006786378,1.928319139
0.00679,2.021414789
0.006798762,0.537915302
0.0068,0.580163141
0.00681,2.227424556
0.006811146,2.20477637
0.00682,0.881411013
0.006823529,2.868957242
0.00683,0.288953642
0.006835913,5.519832336
0.00684,1.72720594
0.006848297,0.536843316
0.00685,1.321204372
0.00686,1.0413007
0.006860681,0.108024578
0.00687,0.140379747
0.006873065,1.870202549
0.00688,1.950310421
0.006885449,0.596060906
0.00689,0.203162656
0.006897833,2.018841011
0.0069,0.08209829
0.00691,1.14238799
0.006910217,0.070824375
0.00692,2.841775706
0.006922601,2.041896081
0.00693,0.194383749
0.006934985,1.310343736
0.00694,2.25194297
0.006947368,0.620380597
0.00695,0.080637936
0.006959752,0.541951771
0.00696,1.134463863
0.00697,3.659200044
0.006972136,1.659202049
0.00698,0.651662463
0.00698452,1.862467761
0.00699,1.571927061
0.006996904,0.603749029
0.007,0.251656457
0.007009288,1.547566315
0.00701,0.190034437
0.00702,3.379645526
0.007021672,0.960964757
0.00703,0.840972624
0.007034056,0.55676941
0.00704,0.558233529
0.00704644,0.95908674
0.00705,1.991143485
0.007058824,0.933748306
0.00706,0.801183785
0.00707,4.273840208
0.007071207,3.217588142
0.00708,0.633606104
0.007083591,0.618865028
0.00709,1.793419554
0.007095975,0.156244377
0.0071,1.482337471
0.007108359,2.71779042
0.00711,0.563098538
0.00712,0.640701906
0.007120743,0.389753568
0.00713,0.020781312
0.007133127,0.449584511
0.00714,1.351373008
0.007145511,1.387065892
0.00715,0.964993384
0.007157895,2.45244753
0.00716,0.008991681
0.00717,3.301499029
0.007170279,1.298520928
0.00718,0.625041644
0.007182663,2.07403884
0.00719,7.811037263
0.007195046,1.851012424
0.0072,0.293685685
0.00720743,0.472541209
0.00721,0.480430886
0.007219814,0.254510134
0.00722,1.752652897
0.00723,2.110115624
0.007232198,1.021647275
0.00724,1.215482604
0.007244582,2.425379615
0.00725,7.113767482
0.007256966,0.929930684
0.00726,0.324947914
0.00726935,0.833055688
0.00727,0.238926823
0.00728,0.673209748
0.007281734,3.418467474
0.00729,1.212756034
0.007294118,0.420691847
0.0073,1.195664035
0.007306502,1.456530138
0.00731,1.005730284
0.007318885,0.086909777
0.00732,1.859897106
0.00733,1.450748905
0.007331269,1.701045905
0.00734,1.243087889
0.007343653,0.132955734
0.00735,1.639133975
0.007356037,1.845417709
0.00736,0.442312948
0.007368421,0.565405459
0.00737,14.05066494
0.00738,5.125670602
0.007380805,0.4153499
0.00739,0.293288329
0.007393189,1.098644847
0.0074,1.196357361
0.007405573,1.661561728
0.00741,2.270668305
0.007417957,3.050515247
0.00742,2.051638687
0.00743,4.116825188
0.007430341,0.538263021
0.00744,0.037155803
0.007442724,1.648336518
0.00745,0.099755234
0.007455108,2.374918527
0.00746,0.036555095
0.007467492,1.331035378
0.00747,2.363290988
0.007479876,1.782716035
0.00748,0.366572055
0.00749,1.212675194
0.00749226,0.132066375
0.0075,0.838889762
0.007504644,2.242883538
0.00751,0.122667993
0.007517028,0.377251419
0.00752,2.793626184
0.007529412,0.059786438
0.00753,0.382017519
0.00754,0.163747411
0.007541796,0.179649589
0.00755,1.077967471
0.00755418,0.285003645
0.00756,1.688832055
0.007566563,1.468878825
0.00757,3.396378899
0.007578947,0.824456323
0.00758,4.542603278
0.00759,0.354177605
0.007591331,0.530161212
0.0076,0.567973718
0.007603715,0.314626696
0.00761,0.935142751
0.007616099,1.652962464
0.00762,1.777602709
0.007628483,0.187322411
0.00763,0.706072405
0.00764,0.105787277
0.007640867,0.705098629
0.00765,0.994125672
0.007653251,0.025929417
0.00766,0.811190324
0.007665635,0.492225512
0.00767,0.839003443
0.007678019,2.707958963
0.00768,1.945017488
0.00769,1.362686186
0.007690402,1.58532574
0.0077,2.309883166
0.007702786,0.040038955
0.00771,6.139495358
0.00771517,0.157301837
0.00772,4.239001509
0.007727554,2.215235293
0.00773,0.60765242
0.007739938,0.274413885
0.00774,1.789066205
0.00775,0.806541142
0.007752322,1.34200613
0.00776,0.648029691
0.007764706,5.854144553
0.00777,3.458441889
0.00777709,2.1361198
0.00778,3.658391987
0.007789474,1.292677833
0.00779,0.764614379
0.0078,0.186304379
0.007801858,2.669205906
0.00781,1.409404779
0.007814241,1.181161496
0.00782,0.13353327
0.007826625,1.823137779
0.00783,2.114093346
0.007839009,0.825630819
0.00784,1.217233872
0.00785,1.230784845
0.007851393,0.168281841
0.00786,0.002260663
0.007863777,2.480819485
0.00787,0.722901633
0.007876161,0.825146706
0.00788,1.620870249
0.007888545,1.119109714
0.00789,0.367464607
0.0079,3.387931514
0.007900929,0.438385963
0.00791,1.088284748
0.007913313,2.028556075
0.00792,0.387507244
0.007925697,2.857132392
0.00793,0.294125997
0.00793808,2.046279963
0.00794,1.2271121
0.00795,1.414262626
0.007950464,3.326121647
0.00796,0.410884147
0.007962848,1.089842884
0.00797,0.279760287
0.007975232,2.46799863
0.00798,0.508884023
0.007987616,6.24885306
0.00799,0.128561129
0.008,1.681508119
0.008,0.089091757
0.00801,1.239046019
0.008012384,0.207470617
0.00802,0.832911998
0.008024768,1.197055404
0.00803,0.568764312
0.008037152,6.24986419
0.00804,4.392384009
0.008049536,0.23996381
0.00805,0.63543365
0.00806,0.542389931
0.00806192,0.030224644
0.00807,0.399642382
0.008074303,1.149837344
0.00808,0.938148326
0.008086687,1.168572841
0.00809,1.423927868
0.008099071,0.498360636
0.0081,1.387896069
0.00811,3.738746168
0.008111455,0.821911833
0.00812,2.713754547
0.008123839,0.058204683
0.00813,3.602959976
0.008136223,1.102158642
0.00814,2.199233689
0.008148607,1.310313998
0.00815,0.455843047
0.00816,2.552633223
0.008160991,0.327137833
0.00817,0.667102207
0.008173375,0.575272983
0.00818,3.203308154
0.008185759,0.359208159
0.00819,2.922459754
0.008198142,0.347230523
0.0082,0.273287272
0.00821,1.503540281
0.008210526,0.64441208
0.00822,5.232175006
0.00822291,0.459312562
0.00823,1.284071503
0.008235294,0.660799528
0.00824,0.414831904
0.008247678,1.972974263
0.00825,2.279368214
0.00826,4.389594377
0.008260062,0.097724174
0.00827,2.43925174
0.008272446,3.282176763
0.00828,2.110691586
0.00828483,1.71595781
0.00829,1.903512299
0.008297214,2.388792937
0.0083,0.092020398
0.008309598,2.038142078
0.00831,2.076184537
0.00832,0.364326707
0.008321981,0.515294165
0.00833,0.200088081
0.008334365,0.351364565
0.00834,4.178835977
0.008346749,0.891084025
0.00835,1.03735787
0.008359133,0.2010963
0.00836,2.856774247
0.00837,4.150983201
0.008371517,4.204161528
0.00838,3.163397532
0.008383901,2.307028972
0.00839,0.295504863
0.008396285,2.017339077
0.0084,6.627140647
0.008408669,2.286045542
0.00841,2.083755314
0.00842,0.6398961
0.008421053,2.770964141
0.00843,0.442954651
0.008433437,0.319263936
0.00844,1.414005959
0.00844582,3.924051265
0.00845,5.939607081
0.008458204,0.261047526
0.00846,0.736188231
0.00847,2.937468636
0.008470588,1.236937416
0.00848,1.373085619
0.008482972,0.941418466
0.00849,1.936418392
0.008495356,0.169591217
0.0085,3.850741551
0.00850774,0.236864512
0.00851,0.006164994
0.00852,0.453196285
0.008520124,0.471987143
0.00853,3.070949405
0.008532508,0.08743251
0.00854,1.682966736
0.008544892,0.940350874
0.00855,0.411115594
0.008557276,0.167367052
0.00856,0.370885114
0.008569659,0.434453348
0.00857,0.586382393
0.00858,1.387696641
0.008582043,0.068253005
0.00859,0.538477284
0.008594427,0.935446777
0.0086,1.487487756
0.008606811,0.179405525
0.00861,0.984266066
0.008619195,3.545751823
0.00862,2.523713154
0.00863,2.960126525
0.008631579,0.072684822
0.00864,2.511371192
0.008643963,1.062477311
0.00865,0.325356525
0.008656347,0.364772127
0.00866,4.356912896
0.008668731,1.947832653
0.00867,0.243170483
0.00868,0.233033428
0.008681115,0.83318022
0.00869,0.336924691
0.008693498,0.994100169
0.0087,1.057990021
0.008705882,0.124956037
0.00871,2.018033766
0.008718266,1.277424433
0.00872,0.234286995
0.00873,0.020729343
0.00873065,0.126169057
0.00874,0.650015685
0.008743034,0.600757481
0.00875,0.013375731
0.008755418,2.143909123
0.00876,0.46124214
0.008767802,0.37435896
0.00877,3.760687973
0.00878,0.762197312
0.008780186,2.139473095
0.00879,0.628470333
0.00879257,1.283119914
0.0088,3.384181355
0.008804954,0.404128472
0.00881,0.523934953
0.008817337,0.803222962
0.00882,0.911694431
0.008829721,1.43962284
0.00883,0.200472217
0.00884,2.46445606
0.008842105,0.483837649
0.00885,1.491908046
0.008854489,2.446778279
0.00886,0.056837657
0.008866873,1.430809623
0.00887,0.140574676
0.008879257,1.040381806
0.00888,2.597904646
0.00889,2.51790092
0.008891641,0.038860266
0.0089,6.41096687
0.008904025,1.860176069
0.00891,0.834107929
0.008916409,2.230812013
0.00892,4.692251834
0.008928793,0.550682043
0.00893,0.336835601
0.00894,1.721947699
0.008941176,4.683431877
0.00895,1.475794074
0.00895356,1.325178097
0.00896,4.144494224
0.008965944,0.012828147
0.00897,1.049263362
0.008978328,3.103015322
0.00898,4.769839406
0.00899,0.738956637
0.008990712,1.579529971
0.009,1.782153381
0.009003096,0.065893446
0.00901,2.583518289
0.00901548,1.879632089
0.00902,6.123963603
0.009027864,0.944030882
0.00903,5.115656493
0.00904,2.370467364
0.009040248,0.759482434
0.00905,0.02838169
0.009052632,1.476922381
0.00906,1.063276806
0.009065015,0.874306407
0.00907,2.339233456
0.009077399,0.853984702
0.00908,0.100491709
0.009089783,0.341664957
0.00909,3.856877304
0.0091,3.902162334
0.009102167,0.811654951
0.00911,0.543731083
0.009114551,2.587348922
0.00912,5.016311323
0.009126935,0.696912627
0.00913,2.435333329
0.009139319,1.805663562
0.00914,3.313950066
0.00915,3.099451239
0.009151703,0.320667561
0.00916,1.457810019
0.009164087,2.475493985
0.00917,2.994136068
0.009176471,0.81989036
0.00918,0.403429527
0.009188854,3.382322371
0.00919,5.15425848
0.0092,0.021989313
0.009201238,0.379159205
0.00921,2.894541723
0.009213622,2.36374607
0.00922,0.258455762
0.009226006,1.6107288
0.00923,0.017366917
0.00923839,0.181202696
0.00924,0.26588564
0.00925,2.16873426
0.009250774,0.057421954
0.00926,4.118623537
0.009263158,0.520279009
0.00927,0.388082591
0.009275542,0.222992591
0.00928,7.210126881
0.009287926,3.252987521
0.00929,4.615177689
0.0093,0.273524657
0.00930031,0.199026857
0.00931,6.146124319
0.009312693,0.664276378
0.00932,1.164042796
0.009325077,3.740542259
0.00933,1.438924738
0.009337461,0.728748026
0.00934,0.701971154
0.009349845,0.288495977
0.00935,1.370477651
0.00936,0.01846431
0.009362229,1.067792849
0.00937,0.105088
0.009374613,0.560305129
0.00938,0.297412501
0.009386997,0.870910985
0.00939,1.392922402
0.009399381,1.2530103
0.0094,2.539379711
0.00941,0.360395168
0.009411765,0.321760888
0.00942,2.677859894
0.009424149,0.312184729
0.00943,0.737169573
0.009436533,2.096029681
0.00944,0.550664807
0.009448916,0.048728914
0.00945,0.945828702
0.00946,0.733469507
0.0094613,0.411212982
0.00947,2.245375793
0.009473684,3.426355953
0.00948,1.190508724
0.009486068,0.380200606
0.00949,0.476370525
0.009498452,3.003156328
0.0095,0.858932832
0.00951,1.164115368
0.009510836,0.947889543
0.00952,0.522506405
0.00952322,0.363432875
0.00953,0.281880363
0.009535604,0.374435908
0.00954,0.678803837
0.009547988,1.483235021
0.00955,2.248879592
0.00956,0.696567532
0.009560372,0.767752682
0.00957,1.476208731
0.009572755,0.66462115
0.00958,1.871161813
0.009585139,0.464603941
0.00959,0.107956818
0.009597523,0.723047211
0.0096,0.526593999
0.009609907,0.851199862
0.00961,0.624556868
0.00962,1.50812057
0.009622291,2.253478928
0.00963,2.157057576
0.009634675,1.492360295
0.00964,0.73305975
0.009647059,2.640236416
0.00965,0.785873912
0.009659443,0.236662405
0.00966,1.210324969
0.00967,2.152914927
0.009671827,0.558210873
0.00968,1.690461197
0.009684211,1.882929269
0.00969,2.429570441
0.009696594,0.45555022
0.0097,0.26801329
0.009708978,3.72243625
0.00971,1.236740331
0.00972,2.465498591
0.009721362,1.278998058
0.00973,0.502823989
0.009733746,0.244239603
0.00974,1.093859456
0.00974613,0.304887698
0.00975,2.687282244
0.009758514,2.055613033
0.00976,1.260906795
0.00977,0.552507613
0.009770898,1.911073464
0.00978,0.276590885
0.009783282,0.43413545
0.00979,0.941735233
0.009795666,0.108249701
0.0098,5.304755445
0.00980805,2.266522025
0.00981,0.221880206
0.00982,0.909382301
0.009820433,1.372403509
0.00983,1.421560993
0.009832817,0.486247605
0.00984,1.126188161
0.009845201,2.234793099
0.00985,1.613125646
0.009857585,5.600127237
0.00986,0.150370319
0.009869969,0.685495731
0.00987,1.574975206
0.00988,1.378976359
0.009882353,1.461763998
0.00989,5.397825399
0.009894737,0.373832848
0.0099,2.74872386
0.009907121,3.508302078
0.00991,4.321517317
0.009919505,2.846596102
0.00992,1.000741961
0.00993,2.455165914
0.009931889,0.312530219
0.00994,2.169014788
0.009944272,0.159566149
0.00995,14.79881976
0.009956656,1.603496363
0.00996,1.33055169
0.00996904,0.530680557
0.00997,4.137205194
0.00998,0.276281622
0.009981424,1.078781643
0.00999,2.031387484
0.009993808,0.434020757
0.01,5.405641843
