f,per
0.001176471,1.249619261
0.00118,1.866219944
0.001188854,1.910723895
0.00119,0.282832064
0.0012,3.494178092
0.001201238,1.937639946
0.00121,0.22780184
0.001213622,0.614564288
0.00122,0.556026074
0.001226006,0.020833041
0.00123,6.064507776
0.00123839,1.767219184
0.00124,0.603812665
0.00125,3.756812756
0.001250774,1.814940479
0.00126,0.758582338
0.001263158,0.503058092
0.00127,5.105740901
0.001275542,1.050379629
0.00128,5.698912001
0.001287926,0.061306385
0.00129,0.263437094
0.0013,0.111692892
0.00130031,2.207241641
0.00131,0.781781317
0.001312693,0.419602665
0.00132,0.610389262
0.001325077,0.331698275
0.00133,1.117565223
0.001337461,4.263552153
0.00134,1.409855493
0.001349845,0.719699332
0.00135,1.124771921
0.00136,0.889355025
0.001362229,2.190091607
0.00137,4.320032473
0.001374613,0.184716553
0.00138,0.154502835
0.001386997,1.043694078
0.00139,1.458615604
0.001399381,1.12257108
0.0014,5.335223423
0.00141,1.479936433
0.001411765,1.759862944
0.00142,1.166721678
0.001424149,1.053460029
0.00143,6.59330079
0.001436533,0.190692231
0.00144,7.436918368
0.001448916,1.755874458
0.00145,2.620080445
0.00146,2.566635105
0.0014613,0.00690455
0.00147,0.18658133
0.001473684,1.532062073
0.00148,5.94321232
0.001486068,2.01900072
0.00149,5.155668315
0.001498452,0.709336384
0.0015,1.021653857
0.00151,7.854689263
0.001510836,0.094375936
0.00152,0.638802308
0.00152322,0.891958042
0.00153,2.420640293
0.001535604,1.837083916
0.00154,2.276273951
0.001547988,0.153622418
0.00155,4.180350326
0.00156,1.379470978
0.001560372,1.957388129
0.00157,0.738696824
0.001572755,0.940711922
0.00158,1.599898984
0.001585139,0.62917681
0.00159,3.130361664
0.001597523,1.409731672
0.0016,3.25935365
0.001609907,1.5058594
0.00161,5.832973691
0.00162,3.511833329
0.001622291,2.206220926
0.00163,0.032029627
0.001634675,0.145595136
0.00164,0.901703854
0.001647059,0.078638593
0.00165,0.959543301
0.001659443,1.526306927
0.00166,5.868855734
0.00167,0.957835605
0.001671827,0.172096609
0.00168,0.884230487
0.001684211,0.104844471
0.00169,3.57443483
0.001696594,1.819353905
0.0017,2.92028353
0.001708978,0.075767293
0.00171,4.502782171
0.00172,1.84318055
0.001721362,0.680054168
0.00173,0.465072493
0.001733746,0.891328826
0.00174,1.166975511
0.00174613,2.997406032
0.00175,0.755698703
0.001758514,0.941610602
0.00176,0.774176716
0.00177,1.134577703
0.001770898,1.261006441
0.00178,0.431467572
0.001783282,1.050589323
0.00179,0.270380124
0.001795666,5.055092642
0.0018,0.161718605
0.00180805,0.653182443
0.00181,1.839082818
0.00182,0.069332508
0.001820433,5.867176008
0.00183,0.332636831
0.001832817,1.75372342
0.00184,0.051278478
0.001845201,1.865059814
0.00185,0.640846582
0.001857585,0.559784659
0.00186,2.129924103
0.001869969,1.235171127
0.00187,1.195604035
0.00188,3.212241577
0.001882353,6.193012357
0.00189,0.236039028
0.001894737,0.123613876
0.0019,0.207153581
0.001907121,6.019516089
0.00191,0.652318665
0.001919505,1.531441001
0.00192,0.56965674
0.00193,0.014552817
0.001931889,1.028028448
0.00194,0.32861569
0.001944272,2.090479944
0.00195,2.847378668
0.001956656,0.189470646
0.00196,1.099872904
0.00196904,0.001308128
0.00197,0.747017393
0.00198,10.22363194
0.001981424,2.781342943
0.00199,0.447120515
0.001993808,0.87329677
0.002,2.088420754
0.002006192,2.445198373
0.00201,3.388169996
0.002018576,4.057579357
0.00202,0.576924079
0.00203,1.120626743
0.00203096,0.580720069
0.00204,3.524038018
0.002043344,0.632997639
0.00205,2.485327868
0.002055728,1.110239724
0.00206,2.549182928
0.002068111,0.761034463
0.00207,0.403516982
0.00208,10.56403561
0.002080495,0.358236482
0.00209,0.018980321
0.002092879,1.497534108
0.0021,0.971264265
0.002105263,0.693855928
0.00211,1.332830254
0.002117647,0.203847646
0.00212,0.727004297
0.00213,2.157109605
0.002130031,0.34114158
0.00214,0.92610063
0.002142415,1.662393147
0.00215,0.788603797
0.002154799,3.211563198
0.00216,0.379641168
0.002167183,0.217359848
0.00217,3.735081874
0.002179567,2.147808802
0.00218,5.503100376
0.00219,1.502672993
0.00219195,0.108137578
0.0022,0.79529231
0.002204334,0.817873259
0.00221,1.036970122
0.002216718,0.660899042
0.00222,0.138254663
0.002229102,2.043940504
0.00223,4.480362345
0.00224,2.336258854
0.002241486,3.349264648
0.00225,0.038334625
0.00225387,0.49567498
0.00226,0.411929759
0.002266254,1.261045005
0.00227,2.943562437
0.002278638,0.729348319
0.00228,0.79666575
0.00229,3.093542127
0.002291022,0.926555362
0.0023,0.027161703
0.002303406,0.015439309
0.00231,3.758041922
0.002315789,0.250721726
0.00232,0.54079542
0.002328173,0.147972007
0.00233,0.157426664
0.00234,0.346444158
0.002340557,0.516979717
0.00235,1.774740924
0.002352941,0.364707683
0.00236,2.322000314
0.002365325,2.280127649
0.00237,1.090449574
0.002377709,2.825573636
0.00238,3.575239257
0.00239,0.921776934
0.002390093,0.620977045
0.0024,5.062580302
0.002402477,2.898686828
0.00241,1.856062317
0.002414861,1.800267173
0.00242,1.09826728
0.002427245,0.573354154
0.00243,7.318406307
0.002439628,2.716198187
0.00244,0.736914509
0.00245,1.379904134
0.002452012,0.480909778
0.00246,0.225046903
0.002464396,1.180569929
0.00247,1.939619939
0.00247678,0.401424074
0.00248,0.6200089
0.002489164,6.828376421
0.00249,0.078747839
0.0025,0.824207187
0.002501548,1.880584241
0.00251,0.24509906
0.002513932,0.936762917
0.00252,0.803346948
0.002526316,0.987692915
0.00253,0.143286759
0.0025387,1.849044377
0.00254,3.006371776
0.00255,2.264270514
0.002551084,1.796936828
0.00256,0.409421462
0.002563467,1.024818843
0.00257,13.15756753
0.002575851,3.67943264
0.00258,3.48608902
0.002588235,1.432733488
0.00259,0.28215658
0.0026,0.654471676
0.002600619,0.985536919
0.00261,0.88491669
0.002613003,0.014231984
0.00262,0.17379666
0.002625387,2.177968273
0.00263,0.505844036
0.002637771,0.206367911
0.00264,0.939891947
0.00265,0.425952158
0.002650155,0.925782727
0.00266,2.266028143
0.002662539,1.694275468
0.00267,1.9304516
0.002674923,0.757022843
0.00268,0.924055064
0.002687307,0.003640688
0.00269,2.906414503
0.00269969,0.139496262
0.0027,0.002906832
0.00271,0.744881493
0.002712074,0.082438905
0.00272,2.530202213
0.002724458,0.933701712
0.00273,4.01136642
0.002736842,1.057160248
0.00274,0.653375319
0.002749226,0.72043638
0.00275,2.080761941
0.00276,1.955328599
0.00276161,2.775223559
0.00277,0.450308229
0.002773994,0.013524745
0.00278,2.908824581
0.002786378,0.975454786
0.00279,3.16139992
0.002798762,5.135304068
0.0028,0.506239625
0.00281,0.14744385
0.002811146,3.488862525
0.00282,0.774848882
0.002823529,1.439666854
0.00283,1.537978007
0.002835913,0.992379931
0.00284,2.441710562
0.002848297,0.274697603
0.00285,0.785486381
0.00286,0.388649156
0.002860681,3.596124027
0.00287,0.388797324
0.002873065,0.957434465
0.00288,0.226220637
0.002885449,0.332421323
0.00289,1.986541359
0.002897833,2.563593693
0.0029,0.759244448
0.00291,1.348931717
0.002910217,1.237801005
0.00292,1.615851591
0.002922601,0.644473006
0.00293,0.013169795
0.002934985,1.938704902
0.00294,3.311778485
0.002947368,2.641735313
0.00295,1.141155359
0.002959752,0.941110484
0.00296,0.377678668
0.00297,0.247512129
0.002972136,0.061626901
0.00298,1.027390279
0.00298452,0.880908499
0.00299,0.352156218
0.002996904,0.02088343
0.003,3.043570642
0.003009288,1.184749988
0.00301,5.400026023
0.00302,0.426074629
0.003021672,0.959438141
0.00303,0.678894858
0.003034056,0.226664236
0.00304,3.463091013
0.00304644,2.355615912
0.00305,0.131648656
0.003058824,0.787396072
0.00306,0.290185375
0.00307,1.603074132
0.003071207,2.469488782
0.00308,0.519615662
0.003083591,1.14058947
0.00309,3.419246154
0.003095975,3.819106722
0.0031,1.036181
0.003108359,4.269692514
0.00311,1.217503869
0.00312,1.907651525
0.003120743,1.446257276
0.00313,1.222450952
0.003133127,1.254831807
0.00314,0.258786027
0.003145511,0.544542479
0.00315,0.304299121
0.003157895,0.075338857
0.00316,1.575616809
0.00317,1.267483842
0.003170279,1.870080758
0.00318,4.422154145
0.003182663,0.394268246
0.00319,0.418213496
0.003195046,1.216947415
0.0032,0.108021922
0.00320743,0.621856789
0.00321,1.457213755
0.003219814,3.912007558
0.00322,4.310263628
0.00323,0.536906462
0.003232198,1.634914133
0.00324,0.285764478
0.003244582,1.995991433
0.00325,2.895494852
0.003256966,0.578037096
0.00326,1.306546246
0.00326935,1.767679736
0.00327,0.902149312
0.00328,2.645041723
0.003281734,0.985531312
0.00329,1.550998813
0.003294118,6.809331823
0.0033,1.639408964
0.003306502,0.715934526
0.00331,1.078095264
0.003318885,0.301459502
0.00332,13.39679339
0.00333,1.902226112
0.003331269,0.306681267
0.00334,1.061082525
0.003343653,1.378776487
0.00335,1.606102419
0.003356037,0.785197633
0.00336,4.901277766
0.003368421,0.012605207
0.00337,2.089480316
0.00338,2.727361674
0.003380805,1.563495807
0.00339,0.842438408
0.003393189,2.698546108
0.0034,0.450937439
0.003405573,0.095345214
0.00341,1.352504665
0.003417957,0.141623575
0.00342,0.194230834
0.00343,1.606619377
0.003430341,0.136392476
0.00344,0.10137342
0.003442724,0.412484056
0.00345,1.327341243
0.003455108,3.196225483
0.00346,3.209393151
0.003467492,0.394821971
0.00347,6.033719306
0.003479876,0.151389183
0.00348,4.245099211
0.00349,0.872691593
0.00349226,2.661473447
0.0035,1.285520457
0.003504644,1.640306353
0.00351,0.565450767
0.003517028,0.701711173
0.00352,0.717027504
0.003529412,0.582811898
0.00353,0.299606343
0.00354,0.37092836
0.003541796,0.327194133
0.00355,1.520149133
0.00355418,2.445187241
0.00356,0.184452675
0.003566563,0.340028414
0.00357,3.04266624
0.003578947,0.298692632
0.00358,1.288650354
0.00359,4.275881588
0.003591331,0.245633146
0.0036,0.574402641
0.003603715,0.772982991
0.00361,2.354919076
0.003616099,0.9567947
0.00362,0.050604427
0.003628483,3.812323733
0.00363,0.551717328
0.00364,1.324993592
0.003640867,0.746589402
0.00365,0.676818298
0.003653251,2.31768605
0.00366,0.679101917
0.003665635,0.423015441
0.00367,3.185763657
0.003678019,0.261535685
0.00368,6.303269942
0.00369,0.060293073
0.003690402,0.174418724
0.0037,0.382703659
0.003702786,0.352741583
0.00371,1.465689708
0.00371517,0.517830686
0.00372,1.260635586
0.003727554,3.693427901
0.00373,2.073283177
0.003739938,0.617760228
0.00374,1.023420867
0.00375,1.780401633
0.003752322,0.162564169
0.00376,0.872766181
0.003764706,1.330583679
0.00377,5.132691133
0.00377709,0.643390356
0.00378,0.556575544
0.003789474,0.156469555
0.00379,2.770368656
0.0038,1.82895427
0.003801858,0.430006352
0.00381,0.11611356
0.003814241,0.203656561
0.00382,3.619981787
0.003826625,0.109854432
0.00383,0.530366463
0.003839009,0.121355247
0.00384,0.366135816
0.00385,8.888076743
0.003851393,1.643126577
0.00386,0.463374499
0.003863777,1.028459709
0.00387,1.103633826
0.003876161,2.523814495
0.00388,3.775178017
0.003888545,0.39160341
0.00389,0.207704108
0.0039,0.454445809
0.003900929,0.042669312
0.00391,0.363514444
0.003913313,0.196697984
0.00392,1.754078014
0.003925697,0.442776031
0.00393,1.371546149
0.00393808,0.339073528
0.00394,3.492553063
0.00395,0.083987514
0.003950464,1.718926431
0.00396,1.681933122
0.003962848,0.640679227
0.00397,4.712200719
0.003975232,0.308604844
0.00398,0.785670854
0.003987616,2.405427606
0.00399,3.226221775
0.004,1.350797605
0.00401,0.784437524
0.004012384,0.612819929
0.00402,2.730471958
0.004024768,0.182130109
0.00403,1.32386459
0.004037152,0.725915513
0.00404,0.026323698
0.004049536,0.069281018
0.00405,0.311725021
0.00406,7.132552416
0.00406192,1.348331846
0.00407,0.452113574
0.004074303,0.044016013
0.00408,1.095995414
0.004086687,2.143835423
0.00409,4.612383102
0.004099071,0.247459602
0.0041,0.835820844
0.00411,3.244446342
0.004111455,0.383877503
0.00412,3.517995027
0.004123839,1.141933604
0.00413,0.623873011
0.004136223,7.630596107
0.00414,2.62252017
0.004148607,0.191029451
0.00415,3.858274838
0.00416,0.415942741
0.004160991,0.24676523
0.00417,1.056437024
0.004173375,0.568349786
0.00418,3.798381108
0.004185759,5.985925791
0.00419,0.525302429
0.004198142,0.12214317
0.0042,0.013929854
0.00421,1.912586483
0.004210526,2.991593731
0.00422,2.74843969
0.00422291,0.294306025
0.00423,4.045074104
0.004235294,0.022990869
0.00424,0.65032323
0.004247678,0.048392961
0.00425,4.181912542
0.00426,2.762784012
0.004260062,1.007522192
0.00427,2.312862641
0.004272446,0.171450557
0.00428,0.430638181
0.00428483,1.544150648
0.00429,0.154743255
0.004297214,2.789811794
0.0043,3.679684551
0.004309598,1.375254551
0.00431,6.812027594
0.00432,6.248223348
0.004321981,0.473927555
0.00433,1.316924672
0.004334365,0.231850115
0.00434,0.106967637
0.004346749,0.430526743
0.00435,0.923587873
0.004359133,0.261762198
0.00436,0.016387865
0.00437,1.979081261
0.004371517,0.121966564
0.00438,0.899221086
0.004383901,0.242346022
0.00439,2.067309168
0.004396285,0.183137001
0.0044,0.846602738
0.004408669,0.409411916
0.00441,0.553115353
0.00442,3.195325811
0.004421053,4.426619698
0.00443,1.340718529
0.004433437,1.759756976
0.00444,0.341093142
0.00444582,1.375653207
0.00445,0.825869
0.004458204,2.029304319
0.00446,0.150363545
0.00447,0.417772277
0.004470588,0.775465883
0.00448,1.81137696
0.004482972,4.392057913
0.00449,0.967970571
0.004495356,1.210928991
0.0045,0.490482306
0.00450774,3.864872886
0.00451,0.114705196
0.00452,0.89075628
0.004520124,0.904970281
0.00453,2.858623961
0.004532508,3.55082497
0.00454,0.919642218
0.004544892,0.164931267
0.00455,1.715502106
0.004557276,0.531202527
0.00456,4.600038361
0.004569659,1.161172359
0.00457,4.242660979
0.00458,1.092657262
0.004582043,0.106600913
0.00459,2.918104491
0.004594427,3.182304589
0.0046,0.026513553
0.004606811,0.253708835
0.00461,0.508126767
0.004619195,0.273967762
0.00462,0.22372072
0.00463,0.610276789
0.004631579,1.110313071
0.00464,1.091441572
0.004643963,1.794921339
0.00465,0.043676455
0.004656347,1.932535111
0.00466,0.597113411
0.004668731,4.399414904
0.00467,0.171917816
0.00468,6.986162187
0.004681115,2.281158892
0.00469,0.044217528
0.004693498,3.213827387
0.0047,0.860270926
0.004705882,0.634293772
0.00471,0.618374496
0.004718266,1.921850724
0.00472,2.58315713
0.00473,4.007568161
0.00473065,1.00032924
0.00474,0.207335069
0.004743034,0.949548369
0.00475,3.336020102
0.004755418,4.215484743
0.00476,0.559833084
0.004767802,0.24217837
0.00477,3.749642517
0.00478,0.314278893
0.004780186,0.09458299
0.00479,0.248846067
0.00479257,0.412681892
0.0048,3.447126351
0.004804954,1.751954401
0.00481,0.095478419
0.004817337,0.667679637
0.00482,1.56036437
0.004829721,0.043820315
0.00483,0.479892632
0.00484,0.673987951
0.004842105,0.663412622
0.00485,0.019658475
0.004854489,0.891536766
0.00486,1.069791628
0.004866873,0.652259062
0.00487,0.087142183
0.004879257,1.060553236
0.00488,3.051273226
0.00489,1.133806505
0.004891641,3.075744224
0.0049,1.10419156
0.004904025,1.430359041
0.00491,1.257906771
0.004916409,0.824262319
0.00492,4.13974359
0.004928793,0.391048905
0.00493,2.287833735
0.00494,0.254005123
0.004941176,1.456235603
0.00495,0.162360649
0.00495356,0.642854611
0.00496,1.530292698
0.004965944,1.566173038
0.00497,5.819720533
0.004978328,3.550136324
0.00498,3.078220954
0.00499,0.038094384
0.004990712,1.837096171
0.005,4.811516997
0.005003096,1.533482661
0.00501,2.375063836
0.00501548,0.576289325
0.00502,5.880300754
0.005027864,0.370350574
0.00503,5.639118101
0.00504,1.073790811
0.005040248,1.138435859
0.00505,0.177402043
0.005052632,0.69626364
0.00506,1.924555207
0.005065015,2.590670412
0.00507,0.645697282
0.005077399,0.023880235
0.00508,1.927431415
0.005089783,2.043690857
0.00509,0.680551344
0.0051,3.524164488
0.005102167,0.590680692
0.00511,3.745528707
0.005114551,0.289572801
0.00512,5.017534613
0.005126935,2.418189722
0.00513,6.473422895
0.005139319,0.021560395
0.00514,0.244010424
0.00515,0.11113046
0.005151703,0.753126243
0.00516,1.077726114
0.005164087,3.009319589
0.00517,1.179787653
0.005176471,0.662627793
0.00518,0.228127423
0.005188854,0.504857598
0.00519,0.245287559
0.0052,2.173426054
0.005201238,0.020699128
0.00521,0.462698224
0.005213622,1.510462676
0.00522,2.772518148
0.005226006,0.562064708
0.00523,4.239871168
0.00523839,0.153904929
0.00524,0.917169646
0.00525,0.08512989
0.005250774,7.670069607
0.00526,0.622807122
0.005263158,1.321065968
0.00527,2.720448283
0.005275542,0.262957649
0.00528,2.245797588
0.005287926,0.988128514
0.00529,2.144185921
0.0053,0.212637749
0.00530031,0.886736842
0.00531,5.063371748
0.005312693,2.780318463
0.00532,4.127998929
0.005325077,1.317858132
0.00533,0.258463507
0.005337461,2.116836852
0.00534,0.506831888
0.005349845,0.399091711
0.00535,6.394921497
0.00536,0.217184939
0.005362229,2.974550454
0.00537,1.184799565
0.005374613,2.843373121
0.00538,5.675768717
0.005386997,0.675489444
0.00539,2.399539609
0.005399381,3.031293707
0.0054,0.923868987
0.00541,0.320226278
0.005411765,1.244010363
0.00542,0.074369228
0.005424149,0.83800432
0.00543,3.832611649
0.005436533,1.308349359
0.00544,1.163807628
0.005448916,2.200097798
0.00545,1.891680789
0.00546,0.037789479
0.0054613,3.991932132
0.00547,0.416718861
0.005473684,1.370100125
0.00548,0.590495914
0.005486068,1.133017534
0.00549,0.57970509
0.005498452,4.696137908
0.0055,0.715701853
0.00551,0.549326657
0.005510836,1.517366564
0.00552,0.740792426
0.00552322,1.501226407
0.00553,3.532882682
0.005535604,1.577262527
0.00554,0.09909881
0.005547988,1.412152175
0.00555,0.651566254
0.00556,0.879840445
0.005560372,2.567055166
0.00557,2.486702443
0.005572755,1.862303741
0.00558,0.311112876
0.005585139,0.166753733
0.00559,0.508825182
0.005597523,1.088014301
0.0056,1.365322239
0.005609907,3.416482944
0.00561,0.126169639
0.00562,0.151108657
0.005622291,0.468516006
0.00563,0.410130601
0.005634675,1.509399779
0.00564,3.812234135
0.005647059,0.608383062
0.00565,0.731286622
0.005659443,0.989943339
0.00566,1.431863851
0.00567,1.605763511
0.005671827,1.328622746
0.00568,0.091566157
0.005684211,1.79734412
0.00569,3.888087269
0.005696594,0.064544438
0.0057,0.96844896
0.005708978,0.015325702
0.00571,1.707422914
0.00572,6.089798116
0.005721362,0.071551171
0.00573,2.665300574
0.005733746,2.368155769
0.00574,2.679670928
0.00574613,2.373685921
0.00575,1.328074801
0.005758514,0.185859414
0.00576,1.520747407
0.00577,2.940951826
0.005770898,0.240084401
0.00578,2.951933552
0.005783282,2.69584698
0.00579,0.918688684
0.005795666,1.043001032
0.0058,1.518131544
0.00580805,0.269769153
0.00581,1.141234731
0.00582,2.33026838
0.005820433,1.02765779
0.00583,6.616591056
0.005832817,0.173717783
0.00584,1.185890733
0.005845201,1.090895412
0.00585,3.829314287
0.005857585,0.083132033
0.00586,0.902894483
0.005869969,1.00111584
0.00587,1.544855165
0.00588,0.187754265
0.005882353,0.055488941
0.00589,0.609451325
0.005894737,1.044040832
0.0059,0.034482898
0.005907121,0.206016015
0.00591,0.03927941
0.005919505,3.142095648
0.00592,2.306000693
0.00593,1.555351746
0.005931889,0.01937032
0.00594,0.806190474
0.005944272,0.258578539
0.00595,0.738293042
0.005956656,1.695360803
0.00596,1.810620081
0.00596904,0.374450132
0.00597,0.400605921
0.00598,0.020993136
0.005981424,0.35387431
0.00599,0.471220102
0.005993808,2.141722594
0.006,11.16104029
0.006006192,0.064886696
0.00601,0.903416927
0.006018576,1.494913599
0.00602,0.005968985
0.00603,1.659812489
0.00603096,0.249499308
0.00604,0.852863665
0.006043344,5.039588947
0.00605,2.727107314
0.006055728,1.233489518
0.00606,6.041584798
0.006068111,4.369342964
0.00607,4.121756641
0.00608,0.102026613
0.006080495,0.244007873
0.00609,1.672703998
0.006092879,2.071642447
0.0061,0.013249732
0.006105263,0.841116527
0.00611,0.403747189
0.006117647,0.252521548
0.00612,2.156954294
0.00613,0.364068724
0.006130031,1.788502309
0.00614,0.324329238
0.006142415,1.418188967
0.00615,3.405474447
0.006154799,1.163977912
0.00616,0.070913743
0.006167183,0.170482089
0.00617,0.127147544
0.006179567,1.013759535
0.00618,0.111603545
0.00619,0.283576719
0.00619195,0.109207087
0.0062,0.319180022
0.006204334,0.051371735
0.00621,1.428269742
0.006216718,0.312086248
0.00622,0.6768346
0.006229102,0.827605024
0.00623,0.569017201
0.00624,0.496770965
0.006241486,4.109899847
0.00625,1.25798604
0.00625387,3.290877287
0.00626,0.404378075
0.006266254,0.234687201
0.00627,1.986162705
0.006278638,0.205720375
0.00628,0.629060236
0.00629,0.000288312
0.006291022,0.21319687
0.0063,0.308028801
0.006303406,0.646870047
0.00631,1.108942973
0.006315789,2.44049962
0.00632,1.807003418
0.006328173,0.843423406
0.00633,0.256034816
0.00634,0.126194413
0.006340557,0.870866921
0.00635,1.097045658
0.006352941,1.004262545
0.00636,3.25873987
0.006365325,0.80258774
0.00637,1.19544062
0.006377709,0.562420821
0.00638,0.503242099
0.00639,1.710581552
0.006390093,0.569718315
0.0064,0.484582277
0.006402477,0.939049536
0.00641,1.300227556
0.006414861,1.003091928
0.00642,1.594254565
0.006427245,0.445457005
0.00643,4.376795101
0.006439628,0.327064399
0.00644,1.377835541
0.00645,0.038768596
0.006452012,0.118995302
0.00646,2.623823488
0.006464396,0.318749404
0.00647,2.406328769
0.00647678,4.573340801
0.00648,1.958870144
0.006489164,2.255858224
0.00649,0.71818763
0.0065,0.996171336
0.006501548,0.474602931
0.00651,2.475215443
0.006513932,4.103836707
0.00652,1.148693746
0.006526316,0.730744532
0.00653,1.572841578
0.0065387,0.171764941
0.00654,2.634328828
0.00655,0.159766507
0.006551084,1.76253196
0.00656,0.716680928
0.006563467,1.551802697
0.00657,1.193550115
0.006575851,0.165011511
0.00658,0.652995294
0.006588235,0.532599292
0.00659,3.349066129
0.0066,1.853962459
0.006600619,1.655660035
0.00661,3.813302347
0.006613003,0.691758625
0.00662,0.989107613
0.006625387,0.778858559
0.00663,2.312864416
0.006637771,3.263612459
0.00664,3.782138235
0.00665,6.118827712
0.006650155,0.884949104
0.00666,0.455542757
0.006662539,1.454944222
0.00667,1.055597585
0.006674923,1.441158844
0.00668,7.089815528
0.006687307,1.828844984
0.00669,3.242437981
0.00669969,0.213285749
0.0067,2.623417535
0.00671,4.002743381
0.006712074,1.113923544
0.00672,2.58268336
0.006724458,0.600134857
0.00673,0.523492863
0.006736842,0.976623128
0.00674,2.526656326
0.006749226,0.849615559
0.00675,2.965847561
0.00676,0.733197641
