TIME,RATE,SOURCE,BACK,FRACEXP,S_B,SBF,F2,SF,SF2
361118356.1827,2.148463,0.86,0.03,0.8598641,0.83,1.9611568364508,0.91281852954917,2.03204202331047,2.22611828915663
361118556.1827,2.470546,1,0.025,0.8663743,0.975,2.31881549318879,0.938584221135241,2.37827230070645,2.53389333333333
361118756.1827,2.706592,1.075,0.035,0.8532047,1.04,2.44104301505234,0.901888062571802,2.52319350113583,2.79767923076923
361118956.1827,2.390809,0.98,0.05,0.8626537,0.93,2.20357933153813,0.921687734795265,2.32205133861008,2.51934711827957
361119156.1827,2.277205,0.91,0.03,0.859287,0.88,2.07809919738719,0.912565709888743,2.14894348820721,2.35483698863636
361119356.1827,2.695354,1.07,0.025,0.8671739,1.045,2.48728259047477,0.922803680138034,2.54678695866795,2.75983615311005
361119556.1827,2.621536,1.05,0.02,0.8700768,1.03,2.45870700057681,0.937887940725137,2.50644888408316,2.67243961165049
361119756.1827,2.201981,0.915,0.08,0.8613098,0.835,1.97582542128148,0.897294491315539,2.16512606044617,2.41294923952096
361119956.1827,2.753506,1.095,0.025,0.8609866,1.07,2.53107787224924,0.919220031570385,2.59021520571301,2.81784025233645
361120156.1827,2.895706,1.15,0.03,0.8608699,1.12,2.64904337777537,0.914817794961013,2.71999989682293,2.97326955357143
361120356.1827,2.331303,0.93,0.02,0.8614857,0.91,2.15367356836281,0.923806801759706,2.20100705338177,2.38254042857143
361120556.1827,2.364938,0.945,0.04,0.8613265,0.905,2.14149924328933,0.905520247587604,2.23615114354521,2.46946564640884
361120756.1827,2.695942,1.09,0.035,0.8642934,1.055,2.50386156690697,0.928752015772954,2.58692806438729,2.78538083412322
361120956.1827,2.928773,1.17,0.03,0.8622503,1.14,2.70007233233839,0.921912463799137,2.77112686739993,3.00584597368421
361121156.1827,2.738374,1.11,0.03,0.8700485,1.08,2.57798875122867,0.941430480726397,2.64959954987391,2.81443994444444
361121356.1827,3.065513,1.235,0.035,0.8636642,1.2,2.846202805007,0.92845889252696,2.92921705348637,3.15492379583333
361121556.1827,2.852263,1.19,0.075,0.8711007,1.115,2.66433662361734,0.93411323696915,2.84355209157366,3.04411925560538
361121756.1827,2.680864,1.095,0.045,0.870253,1.05,2.50689055928698,0.935105458272772,2.61432872611356,2.79575817142857
361121956.1827,2.5482,1.035,0.045,0.864274,0.99,2.34954963273849,0.92204286662683,2.45634734331751,2.66402727272727
361122156.1827,3.226366,1.295,0.04,0.8652588,1.255,2.98140412545415,0.924074988843221,3.07642895813794,3.32919838247012
361122356.1827,2.632131,1.1,0.08,0.8614058,1.02,2.41381486445432,0.917057268218914,2.6031336773527,2.83857264705882
361122556.1827,2.631828,1.075,0.04,0.8649505,1.035,2.45800962449848,0.933955267782879,2.5530051655419,2.73354115942029
361122756.1827,2.712356,1.1,0.04,0.8675613,1.06,2.52396280520927,0.930542600311045,2.61920668465112,2.81470905660377
361122956.1827,2.947711,1.195,0.045,0.8621411,1.15,2.72345975931446,0.923923600147524,2.83002992380937,3.06305621304348
361123156.1827,3.28454,1.325,0.03,0.8717939,1.295,3.09659956570467,0.942780287560716,3.16833546297968,3.36062972972973
361123356.1827,3.051748,1.245,0.05,0.8621017,1.195,2.82991842282696,0.92731065042951,2.94832505139712,3.17943620083682
361123556.1827,3.180266,1.29,0.065,0.8634073,1.225,2.90475237003255,0.91336774031875,3.05888208762611,3.34901480816327
361123756.1827,2.962103,1.205,0.055,0.8590039,1.15,2.71492910953136,0.916554592980513,2.8447735452046,3.10376879565217
361123956.1827,3.263029,1.325,0.05,0.8662339,1.275,3.03187147876133,0.929158606546658,3.15076839949707,3.39099092156863
361124156.1827,3.34537,1.38,0.07,0.8696452,1.31,3.12574400738064,0.934349267011014,3.29276849632464,3.52413022900763
361124356.1827,3.324464,1.315,0.025,0.8611562,1.29,3.05200398271418,0.918043926092802,3.11115134672027,3.38889159689922
361124556.1827,2.700889,1.115,0.05,0.8683,1.065,2.53774222809919,0.93959515851973,2.65688505570949,2.82769130046948
361124756.1827,2.617424,1.06,0.04,0.8616814,1.02,2.41448020351047,0.922464302119364,2.50916570168735,2.72006807843137
361124956.1827,2.742522,1.12,0.05,0.8633857,1.07,2.53715747103927,0.925118365883397,2.6557162313682,2.87067723364486
361125156.1827,3.231676,1.305,0.04,0.8637919,1.265,3.00075529559674,0.928544599024388,3.09564083854051,3.33386338339921
361125356.1827,2.467942,0.985,0.025,0.8589046,0.96,2.26615056455424,0.918234936053701,2.32516490217284,2.53221132291667
