x,xerr,y,yerr,,,
0.33276251,0.018342495,0.00127196626,1.37830129E-05,0.00124760857,0.000371402159,0.000876206381
0.369357497,0.018252492,0.00178124756,1.83651227E-05,0.00174720073,0.000470145606,0.00127705513
0.405769467,0.0181594938,0.0021921501,2.18802161E-05,0.00215879432,0.000538048684,0.00162074564
0.441993475,0.0180645138,0.00248530274,2.44673702E-05,0.00249755429,0.000588961586,0.00190859265
0.478026509,0.0179684907,0.00278586405,2.7277034E-05,0.00278246845,0.000633246033,0.00214922242
0.513868988,0.0178740025,0.0029209936,2.98205141E-05,0.00297753909,0.000665368862,0.00231217034
0.549523473,0.0177805126,0.00247546611,2.71850386E-05,0.00263551087,0.000587075891,0.00204843492
0.584993482,0.0176894963,0.0025354696,2.84863163E-05,0.00263190968,0.000592256489,0.00203965302
0.620285988,0.0176029801,0.00259818672,2.95643349E-05,0.0026674876,0.000613367069,0.00205412041
0.655408978,0.0175200105,0.00263042608,3.03268516E-05,0.00265435223,0.000629888731,0.00202446361
0.690370977,0.017441988,0.00258467416,3.07919436E-05,0.00260083983,0.000642459025,0.00195838092
0.725182474,0.0173695087,0.00250884728,3.0924064E-05,0.00247927802,0.000641963619,0.00183731434
0.759854496,0.0173025131,0.00239713863,3.09230236E-05,0.0023509271,0.000642250117,0.00170867692
0.794398546,0.0172415078,0.00237085996,3.16497717E-05,0.00223923521,0.000648510002,0.00159072515
0.828826547,0.0171864927,0.00224377564,3.16722144E-05,0.00211834954,0.000653007766,0.00146534177
0.863151014,0.0171380043,0.00228343718,3.27772577E-05,0.00197915221,0.000651231268,0.00132792094
0.897384524,0.0170954764,0.00202226895,3.15435391E-05,0.00183090044,0.000644738378,0.001186162
0.931539476,0.017059505,0.00191290129,3.15644538E-05,0.00171425927,0.000646693399,0.00106756587
0.968058944,0.0194599926,0.00161284721,2.79253236E-05,0.0015941367,0.000647755223,0.000946381479
1.00694954,0.019430548,0.00139486266,2.67268588E-05,0.00147362414,0.000648044632,0.000825579511
1.06518006,0.0387999415,0.00120415178,1.83460888E-05,0.00131365808,0.000646987988,0.000666670152
1.14275002,0.03877002,0.000999323209,1.76267531E-05,0.00113132992,0.000643880223,0.000487449666
1.22031498,0.0387949944,0.000880957115,1.75250425E-05,0.000988032087,0.000639411912,0.000348620175
1.31743002,0.0583199859,0.000842636859,1.48855661E-05,0.000856527418,0.000631382689,0.000225144759
1.43430495,0.058555007,0.000793538347,1.56601018E-05,0.000748658495,0.000621373765,0.000127284715
1.59105992,0.0982000232,0.000690504035,1.26098412E-05,0.000667784887,0.000608753646,5.90312338E-05
1.81297493,0.123714983,0.000659364101,1.27000412E-05,0.000608625705,0.000590391573,1.82341337E-05
2.19091988,0.254229963,0.000576595834,1.12942744E-05,0.00056551164,0.000562693167,2.81849998E-06
2.97007489,0.524924994,0.000511234219,1.12584103E-05,0.000518348243,0.000518276647,7.15952453E-08
4.14499998,0.650000095,0.000476728572,1.3715523E-05,0.000467917765,0.000467917707,5.69073087E-11
5.60000038,0.805000067,0.000513709208,1.82730164E-05,0.00042577798,0.00042577798,5.44970368E-15
7.60000038,1.19499993,0.000172308763,2.81793054E-05,0.000387181033,0.000387181033,3.58131271E-20
9.32250023,0.527500153,0.00021632656,8.41251458E-05,0.000360829756,0.000360829756,0
