x,xerr,y,yerr,
0.366681516,0.0365175009,0.000137908777,2.32698062E-06,4.14516435E-05
0.439341009,0.0361419916,0.000180222167,2.92623645E-06,5.72710087E-05
0.511244535,0.0357615054,0.000219662688,3.56892679E-06,7.50449617E-05
0.582399011,0.0353929996,0.000241515503,4.07235848E-06,9.46367145E-05
0.652845025,0.0350530148,0.000286095194,4.6646378E-06,0.000115942261
0.722648025,0.0347499847,0.000369087735,5.59566752E-06,0.000138874486
0.791890979,0.0344929695,0.000435215799,6.44382453E-06,0.000163375487
0.860667944,0.0342840254,0.000484205317,7.20138542E-06,0.000189403043
0.929077029,0.0341250002,0.000447076483,7.32557874E-06,0.000216930814
1.0020709,0.0388689637,0.000409823377,6.96277129E-06,0.000247994176
1.07973003,0.0387900472,0.000333103671,6.66086908E-06,0.000283107889
1.17668498,0.0581649542,0.00028422664,5.36102607E-06,0.000329325791
1.29313493,0.0582850575,0.000317111058,6.11717905E-06,0.00038939793
1.42948008,0.0780599713,0.000309935393,5.71717783E-06,0.000464637036
1.60579503,0.0982550383,0.000295921724,5.66143444E-06,0.000570519827
1.78564,0.0815899372,0.000411503017,8.14352097E-06,0.000689650537
1.97905493,0.111824989,0.000489098369,8.91518357E-06,0.000826567877
2.20308995,0.112210035,0.000602509012,1.1801636E-05,0.00100008864
2.45018506,0.134885073,0.000829983328,1.59616829E-05,0.00120677415
2.69754505,0.112474918,0.00111628941,2.20159491E-05,0.00143270148
2.90751505,0.097495079,0.0015287078,2.96129492E-05,0.00163709489
3.10500503,0.0999948978,0.001871204,3.40927727E-05,0.00183935394
3.30499983,0.100000024,0.00230169133,4.0263727E-05,0.00205465755
3.48000002,0.0750000477,0.00286674732,5.4379052E-05,0.0022522402
3.63000011,0.0749999285,0.00310557382,5.88007097E-05,0.00242713932
3.77999997,0.0750000477,0.00374837243,6.68658322E-05,0.00260770344
3.93499994,0.0799999237,0.00394736929,6.89433436E-05,0.00280002365
4.09749985,0.0824999809,0.00429615146,7.3849922E-05,0.0030081491
4.26249981,0.0824999809,0.00494815782,8.21581343E-05,0.00322613749
4.39999962,0.0550000668,0.00552167511,0.000109525412,0.00341351959
4.51000023,0.0550000668,0.00585835706,0.000115566472,0.0035660814
4.64750004,0.0824999809,0.00602232246,9.86862142E-05,0.00376037438
4.8125,0.0824999809,0.00633468619,0.000104743449,0.00400016969
4.94999981,0.0550000668,0.00689911842,0.000137980067,0.00420552911
5.06500006,0.0599999428,0.00742444722,0.000140276519,0.00438007619
5.18499994,0.0599999428,0.00738254096,0.00014393832,0.00456559984
5.30499983,0.0599999428,0.0076670344,0.000150534412,0.00475446554
5.42500019,0.0600001812,0.00821930449,0.000159190313,0.00494665559
5.54500008,0.0599999428,0.0084739374,0.000165863297,0.00514215324
5.66499996,0.0599999428,0.00858433638,0.000171319334,0.00534094125
5.81500006,0.0900001526,0.00903578009,0.00014808205,0.00559332035
5.99499989,0.0899999142,0.00944025256,0.00015778956,0.00590374367
6.17749977,0.0924999714,0.00988250878,0.000165528851,0.00622586301
6.33500004,0.0650000572,0.0117968852,0.000222928589,0.00651045656
6.49749994,0.0974998474,0.0101897037,0.000175816356,0.00680846581
6.7249999,0.130000114,0.00725235185,0.000136477232,0.0072354232
6.98499966,0.129999876,0.00823607761,0.000155427697,0.0077384524
7.24499989,0.130000114,0.00901862886,0.000175116176,0.00825620908
7.54500008,0.170000076,0.00861757621,0.000164920406,0.00886985846
7.96500015,0.25,0.00730755972,0.000145622937,0.00975872204
8.49749947,0.28249979,0.00846281555,0.00016499804,0.0109427888
9.16499996,0.385000229,0.00901794992,0.000174281507,0.0125034116
9.74749947,0.197499752,0.00957089476,0.000298944156,0.0139634712
